,,Indent Received,,,,,,,,Indent Verification - Specification,,,,,,,,Check Store Availablity,,,,,,,,,Float RFQ,,,,,Received Techno Commercial Offer from Suppliers and Service Provider - Send the Technical Offer to Project/ Engineering Department | Comparision Sheet,,,,,Negotiation and Decision to be Taken,,,,,PO Creation,,,,,,Material Physically Received,,,,,,,,Material Inspection,,,,,Material Inspection and Material Quality Approved,,,,,Second Material Inspection,,,,,Third Material Inspection,,,,,,,Bill Creation (Convert to Bill),,,,,
04-11-2024 17:31,I-208,SN,CONSUMABLE,CONSUMABLE,SPLIT PIN / COTTER PIN,500 NOS,08-Nov-24,,Ready-Made,05-11-2024 11:31,05-11-2024 11:31,04-11-2024 17:53,Accepted,,,Vikrant,,05-11-2024 11:53,04-11-2024 18:01,Done,,,,500,-500,FOR SHAMLI,05-11-2024 11:01,06-11-2024 14:18,Done,27:17:16,"no need of RFQ ,LOW value consumable item",07-11-2024 14:18,06-11-2024 15:28,Done,,,07-11-2024 09:28,06-11-2024 14:40,Done,,,06-11-2024 18:40,08-11-2024 17:25,,8154,46:44:42,,08-11-2024 15:00,,,,114:29:19,,,SHAMLI TO BE UPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 09:41,I-209,RJB,Job-FOR MAINTENANCE,FOR MAINTENANCE,MTN-MAINTENANCE-ARMATURE SCHIFER SWC-40-SCHIFLER,01 NOS,05-Nov-24,,Ready-Made,05-11-2024 13:41,05-11-2024 13:41,04-11-2024 17:53,Accepted,,,Vikrant,,05-11-2024 11:53,04-11-2024 18:01,Done,,0,,1,-1,NOT IN STOCK,05-11-2024 11:01,06-11-2024 14:18,Done,27:17:12,"no need of RFQ ,LOW value consumable item",07-11-2024 14:18,06-11-2024 15:28,Done,,,07-11-2024 09:28,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 17:26,,8137,46:44:59,,05-11-2024 15:00,,09-11-2024 09:59,09-11-2024 09:59,90:59:21,Fully Received,Noida,,09-11-2024 13:59,,,91:29:58,,09-11-2024 13:59,,,91:29:58,,,,,,,,,,,,,,,,,,,
05-11-2024 09:41,I-209,RJB,Job-FOR MAINTENANCE,FOR MAINTENANCE,MTN-MAINTENANCE-BEARING REAR SCHIFLER SWC-40-SCHIFLER,01 NOS,05-Nov-24,,Ready-Made,05-11-2024 13:41,05-11-2024 13:41,05-11-2024 10:48,Accepted,,,Vikrant,,05-11-2024 14:48,05-11-2024 09:48,Done,,0,,1,-1,NOT IN STOCK,05-11-2024 12:48,06-11-2024 14:18,Done,25:30:14,Indnet issued after recd. offer,07-11-2024 14:18,06-11-2024 15:28,Done,,,07-11-2024 09:28,06-11-2024 14:41,Done,,,06-11-2024 18:41,06-11-2024 17:34,,8178,,,05-11-2024 15:00,,07-11-2024 11:18,07-11-2024 11:18,44:18:49,Fully Received,Noida,,07-11-2024 15:18,08-11-2024 15:13,Done,23:54:45,,07-11-2024 15:18,08-11-2024 15:13,Yes,23:54:53,,,,,,,,,,,,,,08-11-2024 19:00,,,110:29:19,,
05-11-2024 09:41,I-209,RJB,Job-FOR MAINTENANCE,FOR MAINTENANCE,MTN-MAINTENANCE-BEARING FRONT SCHIFLER SWC-40-SCHENIDER,01 NOS,05-Nov-24,,Ready-Made,05-11-2024 13:41,05-11-2024 13:41,05-11-2024 10:48,Accepted,,,Vikrant,,05-11-2024 14:48,05-11-2024 09:48,Done,,0,,1,-1,NOT IN STOCK,05-11-2024 12:48,06-11-2024 14:18,Done,25:30:11,Indnet issued after recd. offer,07-11-2024 14:18,06-11-2024 15:28,Done,,,07-11-2024 09:28,06-11-2024 14:41,Done,,,06-11-2024 18:41,06-11-2024 17:34,,8178,,,05-11-2024 15:00,,07-11-2024 11:18,07-11-2024 11:18,44:18:35,Fully Received,Noida,,07-11-2024 15:18,08-11-2024 15:13,Done,23:55:18,,07-11-2024 15:18,08-11-2024 15:13,Yes,23:55:24,,,,,,,,,,,,,,08-11-2024 19:00,,,110:29:19,,
05-11-2024 11:08,I-210,ND,32374,DC,"INCOMMER MPCB TP, 20A WITH O/L & S/C",01 NOS,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 10:48,Accepted,,,Mon,,05-11-2024 14:48,05-11-2024 09:48,Done,,0,,1,-1,NOT IN STOCK,05-11-2024 12:48,06-11-2024 14:18,Done,25:30:16,Indnet issued after recd. offer,07-11-2024 14:18,06-11-2024 15:28,Done,,,07-11-2024 09:28,06-11-2024 14:41,Done,,,06-11-2024 18:41,06-11-2024 17:34,,8156,,,29-11-2024 15:00,,,,-389:30:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,MPCB TP (2.5-4)A WITH AUX + TRIP CONTACT,2,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,2,-2,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:19,Done,04:20:26,Indnet issued after recd. offer,07-11-2024 14:19,06-11-2024 15:28,Done,,,07-11-2024 09:28,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 14:39,,8156,43:57:59,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,"POWER CONTACTOR 12A, 230V ACAUX CONTACTOR",3,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,3,-3,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:22,Done,04:23:55,Indnet issued after recd. offer,07-11-2024 14:22,06-11-2024 15:28,Done,,,07-11-2024 09:28,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 14:39,,8156,43:58:07,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,"AUX CONTACTOR, 230V AC",6,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,6,-6,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:23,Done,04:24:00,Indnet issued after recd. offer,07-11-2024 14:23,06-11-2024 15:28,Done,,,07-11-2024 09:28,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 17:00,,8156,46:18:54,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,"ELECTRONIC TIMER ON DELAY, 230V AC",1,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,1,-1,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:23,Done,04:24:00,Indnet issued after recd. offer,07-11-2024 14:23,06-11-2024 15:28,Done,,,07-11-2024 09:28,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 17:00,,8156,46:19:02,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,MCB DP 6A 'C' CURVE,2,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,2,-2,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:23,Done,04:24:05,Indnet issued after recd. offer,07-11-2024 14:23,06-11-2024 15:28,Done,,,07-11-2024 09:28,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 17:01,,8156,46:19:42,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,"CONTROL TRANSFORMER 415/230 VAC, 200VA",1,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,1,-1,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:23,Done,04:24:05,Indnet issued after recd. offer,07-11-2024 14:23,06-11-2024 15:28,Done,,Standard item,07-11-2024 09:28,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 17:01,,8156,46:19:35,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,PUSH BUTTON START/UP POS. & DOWN POS. (GREEN),3,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,3,-3,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:23,Done,04:24:10,Indnet issued after recd. offer,07-11-2024 14:23,06-11-2024 15:29,Done,,Standard item,07-11-2024 09:29,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 17:01,,8156,46:19:35,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,PUSH BUTTON STOP MUSHROOM HEAD (RED),2,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,2,-2,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:23,Done,04:24:14,Indnet issued after recd. offer,07-11-2024 14:23,06-11-2024 15:29,Done,,Standard item,07-11-2024 09:29,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 17:00,,8156,46:19:24,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,I/L ON (RED) 230V AC,3,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,3,-3,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:23,Done,04:24:14,Indnet issued after recd. offer,07-11-2024 14:23,06-11-2024 15:29,Done,,Standard item,07-11-2024 09:29,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 17:00,,8156,46:19:19,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,I/L O/L TRIP AMBER 230V AC,2,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,2,-2,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:23,Done,04:24:19,Indnet issued after recd. offer,07-11-2024 14:23,06-11-2024 15:29,Done,,Standard item,07-11-2024 09:29,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 17:00,,8156,46:19:14,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,"I/L LEVEL HIGH, JAMMED(AMBER) 230V AC",2,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,2,-2,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:23,Done,04:24:19,Indnet issued after recd. offer,07-11-2024 14:23,06-11-2024 15:29,Done,,Standard item,07-11-2024 09:29,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 17:00,,8156,46:19:14,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,I/L 230V AC SUPPLY HEALTHY (RED) 230V AC,1,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,1,-1,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:23,Done,04:24:24,Indnet issued after recd. offer,07-11-2024 14:23,06-11-2024 15:29,Done,,Standard item,07-11-2024 09:29,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 17:00,,8156,46:19:07,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,P.B. JAMMED RESET (BLACK),1,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,1,-1,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:23,Done,04:24:24,Indnet issued after recd. offer,07-11-2024 14:23,06-11-2024 15:29,Done,,Standard item,07-11-2024 09:29,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 17:00,,8156,46:19:02,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,CONTROL TERMINALS 2.5SQMM,40,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,40,-40,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:23,Done,04:24:29,Indnet issued after recd. offer,07-11-2024 14:23,06-11-2024 15:29,Done,,Standard item,07-11-2024 09:29,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 17:00,,8156,46:18:57,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 11:08,I-210,ND,32374,DC,POWER TERMINAL BLOCK 10SQMM,16,29-Nov-24,,Ready-Made,05-11-2024 15:08,05-11-2024 15:08,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,16,-16,NOT IN STOCK,06-11-2024 09:59,06-11-2024 14:23,Done,04:24:29,Indnet issued after recd. offer,07-11-2024 14:23,06-11-2024 15:29,Done,,Standard item,07-11-2024 09:29,06-11-2024 14:41,Done,,,06-11-2024 18:41,08-11-2024 17:00,,8156,46:18:50,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 14:37,I-211,SR,32520,MILL,Filter Bags (149X3660) mm Material- Polypropylene Type: Snap Band Type Tubesheet Thk-5mm Dust: Air/Powerde,98,10-Dec-24,"https://workdrive.zoho.eu/file/3cf4m07f44eab5ed642b7b74ac4de7e72d249,https://workdrive.zoho.eu/file/3cf4mf9726eabd50d4b0abc7ec35baa04b930,https://workdrive.zoho.eu/file/3cf4ma83bb44284e44d55ae80249277153eb1",Tailor-Made,05-11-2024 18:37,05-11-2024 18:37,05-11-2024 13:32,Accepted,,,Mon,,05-11-2024 17:32,05-11-2024 16:59,Done,,0,,98,-98,NOT IN STOCK,06-11-2024 16:59,06-11-2024 14:23,Done,,Indnet issued after recd. offer,09-11-2024 14:23,06-11-2024 15:29,Done,,Standard item,08-11-2024 15:29,06-11-2024 14:42,Done,,,06-11-2024 18:42,08-11-2024 12:38,,8130,41:56:27,,10-12-2024 15:00,,,,-653:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 14:37,I-211,SR,32520,MILL,Filter Bags (149X3355) mm Material- Dralon T Type: Snap Band Type Tubesheet Thk-5mm Dust: Wet Powdered Air,382,10-Dec-24,,Tailor-Made,05-11-2024 18:37,05-11-2024 18:37,05-11-2024 16:25,Accepted,,Drawing and complete specification required,Mon,,06-11-2024 10:25,05-11-2024 17:38,Done,,0,,382,-382,NOT IN STOCK,06-11-2024 17:38,08-11-2024 12:56,Done,43:18:03,,12-11-2024 12:56,08-11-2024 12:56,Done,,Standard item,11-11-2024 12:56,08-11-2024 12:56,Done,,,08-11-2024 16:56,08-11-2024 12:38,,8130,,,10-12-2024 15:00,,,,-653:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 15:03,I-212,SR,32520,MILL,Filter Cages with Venturi (143X3650) MOC: GI; Venturi MOC: Aluminium,98,10-Dec-24,"https://workdrive.zoho.eu/file/3cf4me42b2613f32c47c7801d6df00a0ebe6a,https://workdrive.zoho.eu/file/3cf4m6458e85dd9374ebcb38ab3efc02571b3",Tailor-Made,06-11-2024 09:03,06-11-2024 09:03,05-11-2024 16:25,Accepted,,Drawing and complete specification required,Mon,,06-11-2024 10:25,05-11-2024 17:38,Done,,0,,98,-98,NOT IN STOCK,06-11-2024 17:38,08-11-2024 12:56,Done,43:18:59,,12-11-2024 12:56,08-11-2024 12:57,Done,,Standard item,11-11-2024 12:57,08-11-2024 12:57,Done,,,08-11-2024 16:57,08-11-2024 12:56,,8133,,,10-12-2024 15:00,,,,-653:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 15:03,I-212,SR,32520,MILL,Filter Cages with Venturi (143X3345) MOC: GI; Venturi MOC: Aluminium,382,10-Dec-24,,Tailor-Made,06-11-2024 09:03,06-11-2024 09:03,05-11-2024 16:25,Accepted,,Drawing and complete specification required,Mon,,06-11-2024 10:25,05-11-2024 17:39,Done,,0,,382,-382,NOT IN STOCK,06-11-2024 17:39,08-11-2024 12:57,Done,43:18:03,,12-11-2024 12:57,08-11-2024 12:57,Done,,Standard item,11-11-2024 12:57,08-11-2024 12:57,Done,,,08-11-2024 16:57,08-11-2024 12:56,,8133,,,10-12-2024 15:00,,,,-653:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 16:47,I-213,RJB,Job-FOR Abu,FOR Abu,CON-FABRICATION-FILLER WIRE-2.0MM-NA,04 NOS,06-Nov-24,,Ready-Made,06-11-2024 10:47,06-11-2024 10:47,05-11-2024 16:25,Accepted,,Drawing and complete specification required,Vikrant,,06-11-2024 10:25,05-11-2024 17:39,Done,,0,,4,-4,NOT IN STOCK,06-11-2024 10:39,11-11-2024 10:34,Done,119:55:19,,12-11-2024 10:34,12-11-2024 10:24,Done,,Standard item,12-11-2024 14:24,12-11-2024 10:24,Done,,,12-11-2024 14:24,08-11-2024 17:27,,8138,,,06-11-2024 15:00,,09-11-2024 10:00,09-11-2024 10:00,67:00:30,Fully Received,Noida,,09-11-2024 14:00,,,91:28:49,,09-11-2024 14:00,,,91:28:49,,,,,,,,,,,,,,,,,,,
05-11-2024 16:47,I-213,RJB,Job-FOR Abu,FOR Abu,CON-FABRICATION-FILLER WIRE-1.6MM-NA,02 NOS,06-Nov-24,,Ready-Made,06-11-2024 10:47,06-11-2024 10:47,05-11-2024 17:05,Rejected,,qty. is wrong,,,,05-11-2024 16:53,,,0,,2,-2,NOT IN STOCK,06-11-2024 09:53,,,167:36:19,,,,,,Standard item,,,,,,,08-11-2024 17:27,,8138,,,06-11-2024 15:00,,09-11-2024 10:00,09-11-2024 10:00,67:00:38,Fully Received,,,09-11-2024 14:00,,,91:28:41,,09-11-2024 14:00,,,91:28:41,,,,,,,,,,,,,,,,,,,
05-11-2024 16:47,I-213,RJB,Job-FOR Abu,FOR Abu,CON-FABRICATION-FILLER WIRE-SS316L-2.4MM,04 NOS,06-Nov-24,,Ready-Made,06-11-2024 10:47,06-11-2024 10:47,05-11-2024 17:05,Rejected,,qty. is wrong,,,,05-11-2024 16:53,,,0,,4,-4,NOT IN STOCK,06-11-2024 09:53,06-11-2024 14:34,,04:41:53,,07-11-2024 14:34,,,138:55:19,Standard item,,,,,,,08-11-2024 17:27,,8138,,,06-11-2024 15:00,,09-11-2024 10:00,09-11-2024 10:00,67:00:45,Fully Received,,,09-11-2024 14:00,,,91:28:34,,09-11-2024 14:00,,,91:28:34,,,,,,,,,,,,,,,,,,,
05-11-2024 16:47,I-213,RJB,Job-FOR Abu,FOR Abu,CON-FABRICATION-CERAMIC SHIELD FOR NOZZLE-7-NA-NA,12 NOS,06-Nov-24,,Ready-Made,06-11-2024 10:47,06-11-2024 10:47,05-11-2024 17:05,Rejected,,qty. is wrong,,,,05-11-2024 16:53,,,0,,12,-12,NOT IN STOCK,06-11-2024 09:53,06-11-2024 14:34,Done,04:41:49,,07-11-2024 14:34,,,138:55:19,Standard item,,,,,,,08-11-2024 17:28,,8152,,,06-11-2024 15:00,,11-11-2024 19:17,11-11-2024 19:17,124:17:33,Fully Received,,,12-11-2024 13:17,,,20:12:19,,12-11-2024 13:17,,,20:12:19,,,,,,,,,,,,,,,,,,,
05-11-2024 16:47,I-213,RJB,Job-FOR Abu,FOR Abu,CON-FABRICATION-CERAMIC SHIELD FOR NOZZLE-8-NA-NA,12 NOS,06-Nov-24,,Ready-Made,06-11-2024 10:47,06-11-2024 10:47,05-11-2024 17:05,Accepted,,,Vikrant,,06-11-2024 11:05,05-11-2024 16:53,Done,,0,,12,-12,NOT IN STOCK,06-11-2024 09:53,06-11-2024 14:21,Done,04:28:07,"no need of RFQ ,LOW value consumable item",07-11-2024 14:21,06-11-2024 15:43,Done,,Standard item,07-11-2024 09:43,06-11-2024 15:50,Done,,,07-11-2024 09:50,08-11-2024 17:28,,8152,31:38:55,,06-11-2024 15:00,,11-11-2024 19:17,11-11-2024 19:17,124:17:28,Fully Received,Noida,,12-11-2024 13:17,,,20:12:19,,12-11-2024 13:17,,,20:12:19,,,,,,,,,,,,,,,,,,,
05-11-2024 16:47,I-213,RJB,Job-FOR Abu,FOR Abu,CON-FABRICATION-TUNGSTON ROD-3.2MM-NA,02 NOS,06-Nov-24,,Ready-Made,06-11-2024 10:47,06-11-2024 10:47,05-11-2024 17:06,Accepted,,,Vikrant,,06-11-2024 11:06,05-11-2024 16:53,Done,,0,,2,-2,NOT IN STOCK,06-11-2024 09:53,06-11-2024 14:21,Done,04:28:12,"no need of RFQ ,LOW value consumable item",07-11-2024 14:21,06-11-2024 15:43,Done,,Standard item,07-11-2024 09:43,06-11-2024 15:50,Done,,,07-11-2024 09:50,08-11-2024 17:28,,8152,31:38:55,,06-11-2024 15:00,,11-11-2024 19:17,11-11-2024 19:17,124:17:24,Fully Received,Noida,,12-11-2024 13:17,,,20:12:19,,12-11-2024 13:17,,,20:12:19,,,,,,,,,,,,,,,,,,,
05-11-2024 16:47,I-213,RJB,Job-FOR Abu,FOR Abu,CON-CONSUMABLE-COTTON GLOVES-HEAVY-NA,12 NOS,06-Nov-24,,Ready-Made,06-11-2024 10:47,06-11-2024 10:47,05-11-2024 17:06,Rejected,,qty. is wrong,,,,05-11-2024 17:37,,,0,,12,-12,NOT IN STOCK,06-11-2024 10:37,,,166:52:19,,,06-11-2024 15:43,,,Standard item,07-11-2024 09:43,,,143:46:19,,,,,,,,06-11-2024 15:00,,,,162:29:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2024 16:47,I-213,RJB,Job-FOR Abu,FOR Abu,TAT-TOOLS & TACKLES-RING SPANNER-16-17,02 NOS,06-Nov-24,,Ready-Made,06-11-2024 10:47,06-11-2024 10:47,05-11-2024 17:06,Accepted,,,Kaushal,,06-11-2024 11:06,05-11-2024 16:53,Done,,0,,2,-2,NOT IN STOCK,06-11-2024 09:53,06-11-2024 14:21,Done,04:28:22,,07-11-2024 14:21,06-11-2024 15:43,Done,,Standard item,07-11-2024 09:43,06-11-2024 15:51,Done,,,07-11-2024 09:51,,,,143:38:19,,06-11-2024 15:00,,12-11-2024 19:52,12-11-2024 19:52,148:52:51,Fully Received,Noida,,13-11-2024 13:52,,,-4:22:41,,13-11-2024 13:52,,,-4:22:41,,,,,,,,,,,,,,,,,,,
05-11-2024 16:47,I-213,RJB,Job-FOR Abu,FOR Abu,TAT-TOOLS & TACKLES-RING SPANNER-18-19,04 NOS,06-Nov-24,,Ready-Made,06-11-2024 10:47,06-11-2024 10:47,05-11-2024 17:06,Accepted,,,Kaushal,,06-11-2024 11:06,05-11-2024 16:54,Done,,0,,4,-4,NOT IN STOCK,06-11-2024 09:54,06-11-2024 14:23,Done,04:29:44,"no need of RFQ ,LOW value consumable item",07-11-2024 14:23,06-11-2024 15:51,Done,,Standard item,07-11-2024 09:51,06-11-2024 15:51,Done,,,07-11-2024 09:51,,,,143:38:19,,06-11-2024 15:00,,12-11-2024 19:53,12-11-2024 19:53,148:53:05,Fully Received,Noida,,13-11-2024 13:53,,,-4:23:41,,13-11-2024 13:53,,,-4:23:41,,,,,,,,,,,,,,,,,,,
05-11-2024 17:20,I-214,RJB,Job-FOR Abu,FOR Abu,CON-FABRICATION-FILLER WIRE-2.0MM-NA,20 KGS,06-Nov-24,,Ready-Made,06-11-2024 11:20,06-11-2024 11:20,05-11-2024 17:06,Accepted,,,Vikrant,,06-11-2024 11:06,05-11-2024 16:54,Done,,0,,20,-20,NOT IN STOCK,06-11-2024 09:54,06-11-2024 14:23,Done,04:29:49,"no need of RFQ ,LOW value consumable item",07-11-2024 14:23,06-11-2024 15:51,Done,,Standard item,07-11-2024 09:51,06-11-2024 16:01,Done,,,07-11-2024 10:01,11-11-2024 10:34,,8138,96:33:19,,06-11-2024 15:00,,07-11-2024 16:32,07-11-2024 16:32,25:32:51,Fully Received,Noida,,08-11-2024 10:32,08-11-2024 15:10,Done,04:38:37,,08-11-2024 10:32,08-11-2024 15:13,Yes,04:41:00,,,,,,,,,,,,,,08-11-2024 19:00,11-11-2024 10:34,Done,63:34:19,,5.72
05-11-2024 17:20,I-214,RJB,Job-FOR Abu,FOR Abu,CON-FABRICATION-FILLER WIRE-1.6MM-NA,10 KGS,06-Nov-24,,Ready-Made,06-11-2024 11:20,06-11-2024 11:20,05-11-2024 19:58,Accepted,,,Vikrant,,06-11-2024 13:58,05-11-2024 16:54,Done,,0,,10,-10,NOT IN STOCK,06-11-2024 09:54,06-11-2024 14:23,Done,04:29:55,"recent price have ,repeated order",07-11-2024 14:23,06-11-2024 15:51,Done,,Standard item,07-11-2024 09:51,06-11-2024 16:01,Done,,,07-11-2024 10:01,11-11-2024 10:34,,8138,96:33:19,,06-11-2024 15:00,,07-11-2024 11:17,07-11-2024 11:17,20:17:13,Fully Received,Noida,,07-11-2024 15:17,,,138:12:06,,07-11-2024 15:17,,,138:12:06,,,,,,,,,,,,,,,11-11-2024 10:34,Done,,,5.72
05-11-2024 17:20,I-214,RJB,Job-FOR Abu,FOR Abu,CON-FABRICATION-FILLER WIRE-SS316L-2.4MM,20 KGS,06-Nov-24,,Ready-Made,06-11-2024 11:20,06-11-2024 11:20,05-11-2024 19:58,Accepted,,,Vikrant,,06-11-2024 13:58,05-11-2024 17:29,Done,,0,,20,-20,NOT IN STOCK,06-11-2024 10:29,06-11-2024 14:24,Done,03:55:00,"recent price have ,repeated order",07-11-2024 14:24,06-11-2024 15:51,Done,,Standard item,07-11-2024 09:51,06-11-2024 16:01,Done,,,07-11-2024 10:01,11-11-2024 10:34,,8138,96:33:19,,06-11-2024 15:00,,09-11-2024 10:01,09-11-2024 10:01,67:01:55,Fully Received,Noida,,09-11-2024 14:01,,,91:27:24,,09-11-2024 14:01,,,91:27:24,,,,,,,,,,,,,,,11-11-2024 10:34,Done,,,5.72
